,article,first_subcategory,first_seen,last_seen
1182,936258,40,1,31
1183,1009420,40,1,31
1184,1069282,40,1,31
1185,1044851,40,1,31
1186,1069922,40,1,31
1187,956731,40,1,31
1188,1499449,60,1,31
1189,840662,60,1,31
1190,457546,60,1,31
1191,996287,60,1,31
1192,1471074,60,1,31
1193,133530,60,1,31
1194,1394506,60,1,1
1195,1335517,60,1,31
1196,1229895,60,1,31
1197,1309332,60,1,31
1198,1292057,60,1,31
1199,567708,60,1,31
1200,512094,60,1,31
1201,1335513,60,1,31
1202,457545,60,1,1
1203,512091,60,1,31
1204,1208008,60,1,1
1205,1451566,60,1,31
1206,1374786,60,1,31
1207,1295138,60,1,31
1208,1295137,60,1,31
1209,1405561,60,1,31
1210,1471083,60,1,31
1211,1386367,60,1,31
1212,1295132,60,1,31
1213,1335512,60,1,31
1214,1250007,60,1,31
1215,1451069,60,1,31
1216,1343567,60,1,31
1217,1335518,60,1,31
1218,116688,2,1,31
1219,1291994,2,1,31
1220,659985,2,1,1
1221,1361545,2,1,31
1222,1147505,2,1,31
1223,562936,2,1,31
1224,1301743,2,1,31
1225,1208890,2,1,31
1226,319210,2,1,31
1227,1083353,2,1,31
1228,1083147,2,1,31
1229,1147506,2,1,31
1230,1147504,2,1,31
1231,1301742,2,1,31
1232,1383282,2,1,31
1233,1363213,2,1,31
1234,383116,2,1,31
1235,1210175,2,1,31
1236,425584,2,1,1
1237,1305459,2,1,31
1238,1394003,2,1,31
1239,1383281,2,1,31
1240,417544,2,1,1
1241,428266,2,1,1
1242,968935,2,1,31
1243,971133,2,1,31
1244,1058063,2,1,31
1245,1443339,2,1,1
1246,1363214,2,1,31
1247,1363212,2,1,31
1248,1287236,51,1,31
1249,793680,51,1,31
1250,419648,51,1,31
1251,1221644,51,1,31
1252,1439801,51,1,31
1253,1357172,51,1,31
1254,1234551,51,1,31
1255,1162508,51,1,1
1256,1525202,51,1,31
1257,1008756,51,1,31
1258,457529,51,1,31
1259,1327592,51,1,31
1260,1468659,51,1,31
1261,423469,51,1,31
1262,457200,51,1,31
1263,685070,51,1,31
1264,917785,51,1,31
1265,1375279,51,1,31
1266,1372468,51,1,31
1267,1456948,51,1,31
1268,685073,51,1,31
1269,1445835,51,1,31
1270,1445834,51,1,31
1271,685066,51,1,31
1272,1468664,51,1,31
1273,1471085,51,1,1
1274,1468663,51,1,31
1275,1459634,51,1,31
1276,1456949,51,1,1
1277,950734,51,1,31
1278,859863,38,1,31
1279,934415,38,1,31
1280,934429,38,1,31
1281,888103,38,1,31
1282,1298674,38,1,31
1283,976943,38,1,31
1284,1103360,38,1,31
1285,1228403,38,1,31
1286,393374,38,1,31
1287,1103358,38,1,31
1288,104592,38,1,31
1289,1354537,38,1,31
1290,1166605,38,1,31
1291,888101,38,1,31
1292,1075182,38,1,1
1293,504603,38,1,31
1294,934421,38,1,31
1295,976942,38,1,31
1296,1312040,38,1,31
1297,1483076,38,1,31
1298,1211015,38,1,31
1299,1166608,38,1,31
1300,800057,38,1,31
1301,800055,38,1,31
1302,934425,38,1,31
1303,1211010,38,1,31
1304,1483078,38,1,31
1305,1211014,38,1,31
1306,1341553,38,1,31
1307,1246850,38,1,31
1308,1527802,80,1,31
1309,420454,80,1,31
1310,452398,80,1,31
1311,420453,80,1,31
1312,1457063,80,1,31
1313,761006,80,1,31
1314,1275439,80,1,31
1315,1334390,80,1,31
1316,910689,80,1,31
1317,749924,80,1,1
1318,1444310,80,1,31
1319,1319839,80,1,31
1320,1356358,80,1,31
1321,1006916,80,1,31
1322,1468794,80,1,31
1323,1006912,80,1,1
1324,1334384,80,1,31
1325,761008,80,1,31
1326,761007,80,1,31
1327,749923,80,1,31
1328,1234248,80,1,31
1329,749921,80,1,31
1330,749925,80,1,31
1331,761004,80,1,31
1332,1455991,80,1,31
1333,1477868,80,1,31
1334,761005,80,1,31
1335,1468795,80,1,31
1336,1457060,80,1,31
1337,910687,80,1,31
1338,1466194,71,1,31
1339,1466195,71,1,31
1340,1466192,71,1,31
1341,1466197,71,1,31
1342,1466193,71,1,31
1343,1466196,71,1,31
1344,1466211,71,1,31
1345,1302804,71,1,31
1346,1302805,71,1,31
1347,1010242,71,1,31
1348,1329515,57,1,31
1349,1454002,57,1,31
1350,1475910,57,1,31
1351,1456952,57,1,31
1352,1501040,57,1,31
1353,1236437,57,1,31
1354,1329516,57,1,31
1355,1371018,57,1,31
1356,1454004,57,1,1
1357,1508329,57,1,31
1358,1329517,57,1,31
1359,1508330,57,1,31
1360,1440827,57,1,1
1361,1469550,57,1,31
1362,1371016,57,1,31
1363,1469584,57,1,31
1364,1371017,57,1,1
1365,1541669,57,1,31
1366,1541670,57,1,31
1367,1541831,57,1,31
1368,1546244,57,1,31
1369,1469583,57,1,1
1370,1469582,57,1,31
1371,1469585,57,1,31
1372,108426,32,1,31
1373,542434,32,1,31
1374,1517300,32,1,31
1375,1386048,32,1,31
1376,1386046,32,1,31
1377,542437,32,1,31
1378,1453130,32,1,31
1379,1386047,32,1,31
1380,1517301,32,1,31
1381,1517323,32,1,31
1382,1517322,32,1,31
1383,656554,67,1,31
1384,416319,67,1,31
1385,647526,67,1,31
1386,333709,67,1,31
1387,104517,67,1,31
1388,432771,67,1,31
1389,1010063,67,1,31
1390,79287,67,1,31
1391,488291,67,1,31
1392,836131,67,1,31
1393,522992,67,1,31
1394,1004359,67,1,31
1395,310339,67,1,31
1396,333708,67,1,31
1397,836145,67,1,31
1398,488290,67,1,31
1399,836132,67,1,31
1400,1425376,67,1,1
1401,836144,67,1,31
1402,485195,67,1,31
1403,1425371,67,1,31
1404,1083445,67,1,31
1405,1425377,67,1,31
1406,485196,67,1,31
1407,530418,67,1,31
1408,1287030,67,1,31
1409,836133,67,1,31
1410,789800,67,1,31
1411,1470495,67,1,31
1412,1241690,56,1,1
1413,1005235,56,1,1
1414,1405539,56,1,1
1415,1428371,56,1,1
1416,1428372,56,1,1
1417,1240583,56,1,1
1418,1405538,56,1,1
1419,1240581,56,1,1
1420,1393923,56,1,1
1421,1363475,56,1,1
1422,1299201,56,1,1
1423,1428374,56,1,1
1424,1300489,56,1,1
1425,1240582,56,1,1
1426,1355927,56,1,1
1427,1428375,56,1,1
1428,1428373,56,1,1
1429,1299160,56,1,1
1430,1383488,56,1,1
1431,1383486,56,1,1
1432,1343846,56,1,1
1433,1383484,56,1,1
1434,1405562,56,1,1
1435,1388785,56,1,1
1436,1383489,56,1,1
1437,1534918,56,1,1
1438,1534916,56,1,1
1439,1534917,56,1,1
1440,341276,51,1,31
1441,116677,51,1,31
1442,685052,51,1,1
1443,721449,51,1,31
1444,328993,51,1,31
1445,754478,51,1,31
1446,419631,51,1,31
1447,1287240,51,1,31
1448,157593,51,1,31
1449,430490,51,1,31
1450,271566,51,1,31
1451,800039,51,1,31
1452,664699,51,1,31
1453,1168618,51,1,1
1454,419629,51,1,31
1455,1260963,51,1,31
1456,873936,51,1,31
1457,1234548,51,1,31
1458,217290,51,1,31
1459,217291,51,1,31
1460,893802,51,1,31
1461,646341,51,1,31
1462,681511,51,1,31
1463,142939,51,1,31
1464,659045,51,1,31
1465,1232837,51,1,31
1466,1277779,51,1,31
1467,1104434,51,1,31
1468,640166,51,1,31
1469,921158,51,1,31
1470,1482991,57,1,31
1471,1451603,57,1,1
1472,1150574,57,1,1
1473,1451606,57,1,31
1474,1505731,57,1,31
1475,1288318,57,1,31
1476,406344,57,1,31
1477,1451072,57,1,31
1478,1475933,57,1,31
1479,1089091,57,1,1
1480,1451601,57,1,31
1481,1295139,57,1,31
1482,1279594,57,1,31
1483,1395071,57,1,31
1484,1451602,57,1,31
1485,1492016,57,1,31
1486,1343848,57,1,31
1487,1475935,57,1,31
1488,1483954,57,1,31
1489,1329514,57,1,31
1490,1483953,57,1,31
1491,1475932,57,1,31
1492,1475931,57,1,31
1493,1440826,57,1,31
1494,1451590,57,1,1
1495,1395070,57,1,31
1496,1482993,57,1,31
1497,1469581,57,1,31
1498,1439804,57,1,31
1499,1501036,57,1,31
1500,104601,7,1,31
1501,889714,7,1,31
1502,1017525,7,1,31
1503,1306473,7,1,31
1504,1329507,7,1,1
1505,526161,7,1,31
1506,1294383,7,1,31
1507,1079386,7,1,31
1508,1380218,7,1,31
1509,1078829,7,1,31
1510,1443331,7,1,1
1511,1078828,7,1,31
1512,1329506,7,1,31
1513,1217345,22,1,1
1514,443246,22,1,1
1515,1217358,22,1,31
1516,104505,22,1,31
1517,1217352,22,1,31
1518,1196616,22,1,31
1519,525406,22,1,31
1520,1003800,22,1,31
1521,1003825,22,1,31
1522,1217360,22,1,31
1523,1003829,22,1,31
1524,1193957,22,1,31
1525,1217359,22,1,1
1526,172662,22,1,31
1527,525404,22,1,1
1528,1003828,22,1,31
1529,104509,22,1,31
1530,525416,22,1,31
1531,440371,22,1,31
1532,104506,22,1,31
1533,1217350,22,1,31
1534,1425349,22,1,31
1535,104510,22,1,31
1536,499653,22,1,31
1537,499648,22,1,31
1538,172661,22,1,31
1539,499652,22,1,31
1540,499654,22,1,31
1541,1306856,22,1,31
1542,499655,22,1,1
1543,609382,23,1,1
1544,1193000,23,1,31
1545,1370398,23,1,31
1546,1170340,23,1,31
1547,1383707,23,1,31
1548,1370401,23,1,31
1549,1170337,23,1,31
1550,1383709,23,1,31
1551,1383708,23,1,31
1552,1170341,23,1,31
1553,1192997,23,1,31
1554,1193003,23,1,31
1555,1193004,23,1,31
1556,1192993,23,1,31
1557,1218503,23,1,31
1558,1193002,23,1,31
1559,1192994,23,1,31
1560,1192998,23,1,31
1561,1192996,23,1,31
1562,1192989,23,1,31
1563,1218497,23,1,31
1564,1192995,23,1,31
1565,1496397,23,1,31
1566,1218502,23,1,31
1567,1496398,23,1,31
1568,1192991,23,1,31
1569,1192992,23,1,31
1570,1192990,23,1,31
1571,1158669,44,1,31
1572,1366046,44,1,31
1573,1366045,44,1,1
1574,961848,44,1,31
1575,507811,44,1,31
1576,379765,9,1,31
1577,1028516,9,1,31
1578,394927,9,1,31
1579,1221212,9,1,31
1580,1253276,9,1,31
1581,1423056,9,1,31
1582,997536,9,1,31
1583,1221210,9,1,1
1584,653071,9,1,31
1585,827483,9,1,31
1586,945270,9,1,31
1587,1428090,9,1,31
1588,655995,9,1,31
1589,720396,9,1,31
1590,1024467,9,1,1
1591,1195762,9,1,31
1592,1423042,9,1,31
1593,1468896,9,1,1
1594,1423043,9,1,31
1595,1007978,9,1,31
1596,1221211,9,1,31
1597,1253275,9,1,31
1598,1221213,9,1,31
1599,1253278,9,1,31
1600,1058719,9,1,31
1601,222160,9,1,31
1602,394926,9,1,31
1603,997535,9,1,31
1604,1224224,9,1,31
1605,1423041,9,1,31
1606,1532605,29,1,1
1607,465732,29,1,31
1608,440586,29,1,31
1609,1248624,29,1,31
1610,1193198,29,1,31
1611,1178075,29,1,31
1612,969574,29,1,31
1613,1178077,29,1,31
1614,1427172,29,1,31
1615,1193033,29,1,1
1616,1178079,29,1,31
1617,1193032,29,1,31
1618,1193197,29,1,31
1619,1116981,29,1,31
1620,1193038,29,1,31
1621,1499485,29,1,31
1622,1503299,29,1,31
1623,380807,29,1,31
1624,1499484,29,1,31
1625,1499486,29,1,31
1626,1193037,29,1,31
1627,1330841,29,1,31
1628,1116970,29,1,31
1629,1467891,29,1,31
1630,1532608,29,1,1
1631,1532607,29,1,31
1632,1532609,29,1,1
1633,1532610,29,1,1
1634,1130499,29,1,31
1635,905883,57,1,31
1636,1236327,57,1,31
1637,1453253,57,1,31
1638,1150575,57,1,31
1639,1303425,57,1,31
1640,912294,57,1,31
1641,1501037,57,1,31
1642,1423622,57,1,31
1643,1501038,57,1,31
1644,1478579,57,1,31
1645,1236328,57,1,31
1646,1358990,57,1,31
1647,1423621,57,1,31
1648,912288,57,1,31
1649,1501039,57,1,31
1650,1225918,57,1,31
1651,1356291,57,1,31
1652,1453252,57,1,31
1653,1247752,57,1,31
1654,1451070,57,1,31
1655,1443555,57,1,31
1656,1439803,57,1,31
1657,1338280,57,1,31
1658,1451604,57,1,31
1659,1338278,57,1,31
1660,1247751,57,1,31
1661,1451071,57,1,31
1662,1292050,57,1,31
1663,1338279,57,1,31
1664,1443557,57,1,31
1665,1378614,10,1,31
1666,464245,10,1,31
1667,1253829,10,1,31
1668,1378654,10,1,31
1669,1468903,10,1,31
1670,493170,10,1,31
1671,1342841,10,1,31
1672,1423047,10,1,31
1673,521959,10,1,31
1674,738749,10,1,31
1675,443311,10,1,31
1676,172710,10,1,31
1677,1428091,10,1,31
1678,651950,10,1,1
1679,1435150,10,1,31
1680,909608,10,1,31
1681,488282,10,1,31
1682,421004,10,1,31
1683,756276,10,1,31
1684,421006,10,1,31
1685,1418586,10,1,31
1686,738748,10,1,31
1687,421000,10,1,31
1688,831451,10,1,31
1689,443318,10,1,1
1690,561504,10,1,31
1691,873641,10,1,31
1692,1433330,10,1,31
1693,309549,10,1,31
1694,1476673,10,1,31
1695,876099,58,1,31
1696,450232,58,1,31
1697,450222,58,1,31
1698,916994,58,1,31
1699,897811,58,1,31
1700,843926,58,1,31
1701,849304,58,1,31
1702,876100,58,1,31
1703,916995,58,1,31
1704,1172163,58,1,31
1705,1007962,58,1,31
1706,849302,58,1,31
1707,849303,58,1,31
1708,1172164,58,1,31
1709,843927,58,1,1
1710,876141,58,1,31
1711,916992,58,1,31
1712,867777,58,1,31
1713,843925,58,1,31
1714,867330,58,1,31
1715,1172165,58,1,31
1716,876098,58,1,31
1717,843928,58,1,1
1718,819899,58,1,31
1719,1331663,58,1,1
1720,916993,58,1,31
1721,416117,58,1,31
1722,450221,58,1,31
1723,849301,58,1,31
1724,851883,58,1,31
1725,697532,3,1,1
1726,1300862,3,1,31
1727,1078924,3,1,31
1728,1333146,3,1,31
1729,575333,3,1,31
1730,1432569,3,1,31
1731,575335,3,1,31
1732,1222368,3,1,31
1733,1245371,3,1,31
1734,1298753,3,1,31
1735,697531,3,1,1
1736,1245369,3,1,31
1737,774763,3,1,1
1738,1333143,3,1,31
1739,1333147,3,1,31
1740,1071935,3,1,31
1741,1333145,3,1,31
1742,1155682,3,1,1
1743,1432568,3,1,31
1744,1432580,3,1,31
1745,1432570,3,1,31
1746,1245368,3,1,31
1747,1245370,3,1,31
1748,1369763,3,1,31
1749,809747,3,1,31
1750,1070948,3,1,31
1751,1453892,3,1,1
1752,809745,3,1,31
1753,809746,3,1,31
1754,1071934,3,1,31
1755,1204512,2,1,1
1756,1363472,2,1,31
1757,1383260,2,1,31
1758,1316723,2,1,31
1759,708697,2,1,31
1760,1081736,2,1,31
1761,1328052,2,1,31
1762,483242,2,1,31
1763,1204516,2,1,31
1764,1383283,2,1,31
1765,1519650,2,1,31
1766,217275,2,1,31
1767,1467162,2,1,1
1768,708698,2,1,31
1769,1456190,2,1,31
1770,1456189,2,1,31
1771,1474120,2,1,31
1772,1085252,2,1,1
1773,1503928,2,1,31
1774,1443335,2,1,1
1775,1503930,2,1,31
1776,1503929,2,1,31
1777,1204511,2,1,31
1778,1204490,2,1,31
1779,1519649,2,1,31
1780,874211,2,1,31
1781,1316721,2,1,31
1782,1363210,2,1,1
1783,1503962,2,1,1
1784,1363211,2,1,31
1785,116691,4,1,31
1786,204723,4,1,31
1787,57844,4,1,31
1788,172693,4,1,31
1789,357130,4,1,31
1790,452399,4,1,31
1791,730052,4,1,31
1792,133572,4,1,31
1793,360194,4,1,31
1794,357129,4,1,31
1795,365734,4,1,31
1796,360195,4,1,31
1797,1316497,4,1,1
1798,835147,4,1,31
1799,864733,4,1,31
1800,623337,4,1,31
1801,357127,4,1,31
1802,835146,4,1,31
1803,1074846,4,1,31
1804,792202,4,1,31
1805,660415,4,1,31
1806,1085219,4,1,31
1807,659987,4,1,31
1808,874210,4,1,31
1809,1316496,4,1,1
1810,1024561,4,1,31
1811,483239,4,1,31
1812,357128,4,1,31
1813,1074848,4,1,31
1814,1289985,4,1,31
1815,1499450,60,1,31
1816,1241718,60,1,1
1817,1386366,60,1,31
1818,1343566,60,1,31
1819,1385920,60,1,31
1820,1250008,60,1,1
1821,1229893,60,1,31
1822,1451570,60,1,1
1823,1229892,60,1,31
1824,1386041,60,1,31
1825,1295135,60,1,31
1826,1385919,60,1,31
1827,1335516,60,1,31
1828,1295136,60,1,31
1829,1295134,60,1,31
1830,1335515,60,1,31
1831,1335514,60,1,31
1832,742388,58,1,31
1833,1072051,58,1,31
1834,742387,58,1,31
1835,450231,58,1,31
1836,852868,58,1,31
1837,416119,58,1,31
1838,1172140,58,1,31
1839,852869,58,1,31
1840,742393,58,1,31
1841,1452576,58,1,31
1842,1007961,58,1,31
1843,1101336,58,1,31
1844,416121,58,1,31
1845,1374788,58,1,31
1846,742391,58,1,31
1847,512085,58,1,31
1848,747704,58,1,1
1849,747706,58,1,31
1850,512086,58,1,31
1851,849240,58,1,31
1852,742389,58,1,31
1853,416118,58,1,31
1854,1060541,58,1,31
1855,1331664,58,1,31
1856,1331660,58,1,31
1857,486792,58,1,31
1858,742390,58,1,31
1859,738845,58,1,1
1860,488275,58,1,31
1861,1452568,58,1,31
1862,645935,95,1,31
1863,415891,95,1,31
1864,922145,95,1,31
1865,1433097,95,1,31
1866,1192421,95,1,31
1867,437439,95,1,31
1868,974771,95,1,31
1869,1177749,35,1,31
1870,1177751,35,1,31
1871,1187136,35,1,31
1872,882165,35,1,31
1873,1177747,35,1,31
1874,882166,35,1,31
1875,1177748,35,1,31
1876,1187137,35,1,31
1877,916476,35,1,31
1878,916475,35,1,31
1879,1430824,35,1,31
1880,1448885,35,1,31
1881,1430856,35,1,31
1882,1448884,35,1,31
1883,1477870,35,1,1
1884,1448886,35,1,31
1885,790907,1,1,31
1886,790908,1,1,31
1887,922126,1,1,31
1888,87560,1,1,31
1889,1533167,1,1,31
1890,116689,1,1,31
1891,116690,1,1,31
1892,455695,1,1,31
1893,475012,1,1,31
1894,463764,1,1,31
1895,323840,1,1,1
1896,65550,1,1,31
1897,959492,1,1,31
1898,323838,1,1,31
1899,401151,1,1,31
1900,1065757,1,1,31
1901,452401,1,1,31
1902,959494,1,1,31
1903,323837,1,1,31
1904,765110,1,1,1
1905,685077,1,1,31
1906,1225127,1,1,31
1907,504590,1,1,31
1908,907701,1,1,31
1909,959493,1,1,31
1910,631459,1,1,31
1911,452404,1,1,31
1912,1151103,1,1,31
1913,863515,1,1,31
1914,1224761,1,1,31
1915,1063121,20,1,31
1916,697543,20,1,31
1917,493887,20,1,31
1918,1329323,20,1,31
1919,1453563,20,1,31
1920,1063119,20,1,1
1921,1048968,20,1,1
1922,493903,20,1,31
1923,1217579,20,1,31
1924,1061234,20,1,31
1925,1315078,20,1,31
1926,1315079,20,1,31
1927,493891,20,1,31
1928,818042,20,1,31
1929,1394273,20,1,31
1930,1201831,20,1,31
1931,1201832,20,1,31
1932,818044,20,1,1
1933,1370403,20,1,31
1934,1438974,20,1,1
1935,1438972,20,1,31
1936,1193189,20,1,31
1937,730051,1,1,31
1938,1024684,1,1,31
1939,483240,1,1,31
1940,765111,1,1,31
1941,393360,1,1,1
1942,1048600,1,1,31
1943,271764,1,1,1
1944,104564,1,1,31
1945,167169,1,1,31
1946,1258333,1,1,31
1947,1065758,1,1,31
1948,1332300,1,1,31
1949,1289982,1,1,31
1950,863516,1,1,1
1951,1332331,1,1,31
1952,403235,1,1,31
1953,1423050,1,1,1
1954,792201,1,1,31
1955,1285110,1,1,31
1956,1422511,1,1,31
1957,330483,1,1,31
1958,1382356,1,1,31
1959,330472,1,1,31
1960,323841,1,1,31
1961,1206230,1,1,31
1962,1422510,1,1,31
1963,393372,1,1,31
1964,1146381,1,1,31
1965,1240292,1,1,31
1966,1240280,1,1,31
1967,1281872,28,1,31
1968,1281874,28,1,31
1969,1281875,28,1,31
1970,1178070,28,1,1
1971,1178063,28,1,1
1972,378185,28,1,1
1973,1281878,28,1,1
1974,1281879,28,1,31
1975,1307790,28,1,31
1976,1511658,28,1,31
1977,1281881,28,1,31
1978,1307791,28,1,31
1979,1511651,28,1,31
1980,1281876,28,1,31
1981,1281877,28,1,31
1982,1178069,28,1,31
1983,1511657,28,1,31
1984,1281880,28,1,31
1985,1511650,28,1,31
1986,1307792,28,1,31
1987,1281882,28,1,31
1988,1511647,28,1,31
1989,1472640,28,1,31
1990,1511646,28,1,31
1991,1511643,28,1,31
1992,1511648,28,1,31
1993,1511645,28,1,31
1994,934410,38,1,31
1995,934411,38,1,31
1996,1527787,38,1,31
1997,1527790,38,1,31
1998,934413,38,1,31
1999,934427,38,1,31
2000,934414,38,1,31
2001,934407,38,1,31
2002,934406,38,1,31
2003,908318,38,1,31
2004,908319,38,1,31
2005,1354533,38,1,31
2006,908317,38,1,31
2007,888102,38,1,31
2008,1354535,38,1,31
2009,1103361,38,1,31
2010,832003,38,1,31
2011,1354520,38,1,31
2012,104593,38,1,31
2013,887990,38,1,31
2014,393373,38,1,31
2015,908315,38,1,31
2016,1354532,38,1,31
2017,1354534,38,1,31
2018,624758,38,1,31
2019,1354531,38,1,31
2020,832004,38,1,31
2021,832002,38,1,1
2022,1166606,38,1,31
2023,934408,38,1,31
2024,488664,73,1,31
2025,760584,17,1,1
2026,760585,17,1,31
2027,1405874,17,1,31
2028,1511851,17,1,31
2029,827457,17,1,31
2030,891520,17,1,31
2031,827459,17,1,31
2032,849810,17,1,31
2033,827458,17,1,31
2034,849809,17,1,31
2035,891519,17,1,31
2036,116679,51,1,31
2037,142940,51,1,31
2038,1523246,51,1,31
2039,1528901,51,1,31
2040,1523247,51,1,31
2041,1523761,51,1,31
2042,1523763,51,1,31
2043,1514934,51,1,31
2044,1524004,51,1,1
2045,1525786,51,1,31
2046,1522910,51,1,31
2047,1332687,51,1,31
2048,1533953,51,1,31
2049,1327910,51,1,31
2050,1524003,51,1,1
2051,1327908,51,1,31
2052,1523245,51,1,31
2053,1332291,51,1,1
2054,1533954,51,1,1
2055,1327907,51,1,31
2056,1533950,51,1,1
2057,1523999,51,1,1
2058,1533951,51,1,1
2059,1524000,51,1,1
2060,1533955,51,1,1
2061,1514933,51,1,1
2062,271742,51,1,31
2063,157592,51,1,31
2064,116678,51,1,31
2065,664698,51,1,31
2066,1294447,13,1,31
2067,1147510,13,1,31
2068,1294448,13,1,31
2069,1294449,13,1,31
2070,1387496,13,1,31
2071,1387494,13,1,31
2072,1193834,13,1,31
2073,1302833,13,1,31
2074,1193833,13,1,31
2075,1193831,13,1,31
2076,1193838,13,1,31
2077,1383356,13,1,1
2078,1221747,13,1,31
2079,1193827,13,1,31
2080,1423053,13,1,31
2081,1454096,13,1,31
2082,1454084,13,1,31
2083,1193828,13,1,31
2084,1193837,13,1,31
2085,1454094,13,1,31
2086,1193836,13,1,31
2087,1193835,13,1,31
2088,1454079,13,1,31
2089,1193839,13,1,31
2090,1454081,13,1,31
2091,1195769,13,1,31
2092,1193830,13,1,31
2093,1193829,13,1,31
2094,1454082,13,1,31
2095,1193840,13,1,31
2096,1291419,8,1,31
2097,1291417,8,1,31
2098,399743,8,1,31
2099,1291422,8,1,31
2100,1291420,8,1,31
2101,1291418,8,1,31
2102,1291421,8,1,31
2103,399746,8,1,31
2104,1291424,8,1,31
2105,1291425,8,1,31
2106,399745,8,1,31
2107,1291426,8,1,31
2108,912117,8,1,31
2109,399741,8,1,31
2110,399744,8,1,31
2111,218132,12,1,31
2112,1248623,12,1,31
2113,888122,12,1,31
2114,1301738,12,1,31
2115,1301749,12,1,31
2116,1301739,12,1,31
2117,1423048,12,1,31
2118,720413,12,1,31
2119,1058726,12,1,31
2120,969596,12,1,31
2121,247282,12,1,31
2122,680905,12,1,31
2123,866785,12,1,31
2124,443303,12,1,31
2125,1420391,12,1,31
2126,1468895,12,1,31
2127,1468894,12,1,31
2128,1451581,12,1,31
2129,1433401,12,1,31
2130,1477112,12,1,31
2131,1468904,12,1,31
2132,1418587,12,1,31
2133,1475879,12,1,31
2134,1468893,12,1,31
2135,1432987,12,1,31
2136,1433402,12,1,31
2137,1433404,12,1,31
2138,1469513,12,1,31
2139,1469514,12,1,31
2140,1092016,12,1,31
2141,1394641,56,1,1
2142,667331,56,1,1
2143,1355931,56,1,1
2144,1355929,56,1,1
2145,1363474,56,1,1
2146,1241711,56,1,1
2147,1363473,56,1,1
2148,1300491,56,1,1
2149,1245605,56,1,1
2150,1005239,56,1,1
2151,1355925,56,1,1
2152,1005237,56,1,1
2153,1300490,56,1,1
2154,1300484,56,1,1
2155,1300483,56,1,1
2156,1405537,56,1,1
2157,1245607,56,1,1
2158,1234973,56,1,1
2159,1405536,56,1,1
2160,1300486,56,1,1
2161,1245606,56,1,1
2162,1234974,56,1,1
2163,1355932,56,1,1
2164,1405540,56,1,1
2165,1300485,56,1,1
2166,1430184,56,1,1
2167,1005236,56,1,1
2168,1300487,56,1,1
2169,1394638,56,1,1
2170,1363476,56,1,1
2171,730055,4,1,31
2172,864734,4,1,31
2173,928607,4,1,31
2174,45123,4,1,31
2175,760589,4,1,31
2176,1166630,4,1,31
2177,911062,4,1,31
2178,730054,4,1,31
2179,483241,4,1,31
2180,1074847,4,1,31
2181,874209,4,1,31
2182,1085251,4,1,1
2183,986054,4,1,31
2184,1070006,4,1,31
2185,1254703,4,1,1
2186,1333135,4,1,31
2187,1254708,4,1,31
2188,1474932,4,1,31
2189,1382359,4,1,31
2190,1456166,4,1,31
2191,1422513,4,1,31
2192,1474931,4,1,31
2193,1285108,4,1,31
2194,1474920,4,1,31
2195,1225124,4,1,31
2196,1254704,4,1,31
2197,1474934,4,1,31
2198,1369757,4,1,31
2199,1333133,4,1,31
2200,1254709,4,1,31
2201,529408,61,1,1
2202,1017546,61,1,1
2203,1453278,61,1,31
2204,1453279,61,1,31
2205,1478861,61,1,1
2206,1236421,61,1,31
2207,1453257,61,1,1
2208,792103,61,1,31
2209,1478862,61,1,1
2210,1478860,61,1,31
2211,1478858,61,1,31
2212,1478853,61,1,31
2213,1478850,61,1,31
2214,1478857,61,1,31
2215,1478851,61,1,31
2216,1478856,61,1,31
2217,1478855,61,1,31
2218,1478852,61,1,31
2219,142935,53,1,31
2220,450204,53,1,31
2221,1287238,53,1,31
2222,450177,53,1,31
2223,450184,53,1,31
2224,450175,53,1,31
2225,863223,53,1,31
2226,450179,53,1,31
2227,450183,53,1,31
2228,271569,53,1,1
2229,271570,53,1,1
2230,549528,53,1,31
2231,863222,53,1,31
2232,450181,53,1,31
2233,1260966,53,1,31
2234,450174,53,1,31
2235,475001,53,1,31
2236,450176,53,1,31
2237,450178,53,1,31
2238,1430367,53,1,31
2239,504592,53,1,1
2240,494719,53,1,31
2241,450182,53,1,31
2242,475003,53,1,31
2243,1164066,53,1,31
2244,494726,53,1,31
2245,1443554,53,1,31
2246,450180,53,1,31
2247,1382300,53,1,31
2248,561508,53,1,31
2249,1454093,11,1,31
2250,976476,11,1,31
2251,1454087,11,1,31
2252,1423057,11,1,31
2253,1352178,11,1,31
2254,1454089,11,1,31
2255,1387499,11,1,31
2256,1439036,11,1,31
2257,1192401,34,1,31
2258,1470217,34,1,31
2259,1470218,34,1,1
2260,1501076,34,1,31
2261,1192390,34,1,31
2262,1192400,34,1,31
2263,1439420,57,1,31
2264,215935,57,1,31
2265,1164068,57,1,31
2266,738785,57,1,31
2267,819895,57,1,31
2268,1279593,57,1,31
2269,333701,57,1,31
2270,1439421,57,1,31
2271,475007,57,1,31
2272,494715,57,1,31
2273,952697,57,1,31
2274,1440168,57,1,31
2275,869842,57,1,31
2276,565615,57,1,31
2277,1480973,57,1,31
2278,738843,57,1,31
2279,1164064,57,1,31
2280,1423801,57,1,31
2281,634653,57,1,31
2282,494741,57,1,31
2283,1255488,57,1,31
2284,1343851,57,1,31
2285,1205523,57,1,31
2286,1234251,57,1,31
2287,1356265,57,1,1
